order_id,customer_id,order_date,total_amount,status
1348,905,2023-04-09 08:24:57.899579916,716.27,completed
1349,99,2023-04-09 10:10:06.361272255,1820.91,completed
1350,149,2023-04-09 11:55:14.822964593,1146.53,completed
1351,329,2023-04-09 13:40:23.284656931,1529.11,pending
1352,156,2023-04-09 15:25:31.746349270,1627.38,completed
1353,190,2023-04-09 17:10:40.208041608,696.86,pending
1354,494,2023-04-09 18:55:48.669733947,878.71,completed
1355,883,2023-04-09 20:40:57.131426285,1699.97,completed
1356,263,2023-04-09 22:26:05.593118624,739.25,completed
1357,80,2023-04-10 00:11:14.054810962,1591.99,completed
1358,400,2023-04-10 01:56:22.516503301,1883.16,completed
1359,764,2023-04-10 03:41:30.978195639,1253.96,completed
1360,609,2023-04-10 05:26:39.439887978,1488.42,completed
1361,260,2023-04-10 07:11:47.901580316,1614.09,completed
1362,772,2023-04-10 08:56:56.363272655,1693.18,completed
1363,615,2023-04-10 10:42:04.824964993,802.21,completed
1364,552,2023-04-10 12:27:13.286657332,121.5,completed
1365,785,2023-04-10 14:12:21.748349670,815.72,completed
1366,101,2023-04-10 15:57:30.210042009,1354.04,completed
1367,359,2023-04-10 17:42:38.671734347,911.69,completed
1368,380,2023-04-10 19:27:47.133426685,1502.95,completed
1369,820,2023-04-10 21:12:55.595119024,726.83,completed
1370,221,2023-04-10 22:58:04.056811362,1276.79,completed
1371,820,2023-04-11 00:43:12.518503701,389.11,completed
1372,420,2023-04-11 02:28:20.980196039,1503.75,completed
1373,124,2023-04-11 04:13:29.441888378,1100.48,completed
1374,422,2023-04-11 05:58:37.903580716,424.05,completed
1375,231,2023-04-11 07:43:46.365273055,597.98,completed
1376,690,2023-04-11 09:28:54.826965393,1502.25,completed
1377,63,2023-04-11 11:14:03.288657732,975.55,completed
1378,485,2023-04-11 12:59:11.750350070,447.74,completed
1379,628,2023-04-11 14:44:20.212042409,1935.2,completed
1380,703,2023-04-11 16:29:28.673734747,1435.95,completed
1381,574,2023-04-11 18:14:37.135427086,1915.13,completed
1382,768,2023-04-11 19:59:45.597119424,865.67,completed
1383,483,2023-04-11 21:44:54.058811762,960.7,completed
1384,519,2023-04-11 23:30:02.520504101,1797.95,cancelled
1385,155,2023-04-12 01:15:10.982196439,1059.6,cancelled
1386,92,2023-04-12 03:00:19.443888778,1420.41,completed
1387,982,2023-04-12 04:45:27.905581116,519.3,completed
1388,526,2023-04-12 06:30:36.367273455,904.52,completed
1389,455,2023-04-12 08:15:44.828965793,264.43,completed
1390,741,2023-04-12 10:00:53.290658132,427.84,pending
1391,598,2023-04-12 11:46:01.752350470,21.87,cancelled
1392,645,2023-04-12 13:31:10.214042809,97.74,completed
1393,510,2023-04-12 15:16:18.675735147,1955.02,completed
1394,183,2023-04-12 17:01:27.137427486,499.86,completed
1395,386,2023-04-12 18:46:35.599119824,1333.36,completed
1396,574,2023-04-12 20:31:44.060812163,1681.42,pending
1397,731,2023-04-12 22:16:52.522504501,1110.31,pending
1398,405,2023-04-13 00:02:00.984196839,323.23,completed
1399,246,2023-04-13 01:47:09.445889178,1461.67,completed
1400,742,2023-04-13 03:32:17.907581516,1208.5,completed
1401,591,2023-04-13 05:17:26.369273855,1467.88,completed
1402,661,2023-04-13 07:02:34.830966193,1544.1,pending
1403,650,2023-04-13 08:47:43.292658532,1951.31,completed
1404,471,2023-04-13 10:32:51.754350870,1155.66,completed
1405,826,2023-04-13 12:18:00.216043209,696.45,completed
1406,888,2023-04-13 14:03:08.677735547,1303.96,pending
1407,423,2023-04-13 15:48:17.139427886,155.51,completed
1408,901,2023-04-13 17:33:25.601120224,1796.85,pending
1409,65,2023-04-13 19:18:34.062812563,256.37,pending
1410,13,2023-04-13 21:03:42.524504901,669.13,pending
1411,213,2023-04-13 22:48:50.986197240,1635.18,completed
1412,986,2023-04-14 00:33:59.447889578,1202.68,completed
1413,242,2023-04-14 02:19:07.909581916,799.4,completed
1414,493,2023-04-14 04:04:16.371274255,957.4,completed
1415,213,2023-04-14 05:49:24.832966593,1712.0,completed
1416,693,2023-04-14 07:34:33.294658932,693.21,completed
1417,338,2023-04-14 09:19:41.756351270,1741.91,completed
1418,997,2023-04-14 11:04:50.218043609,194.51,pending
1419,173,2023-04-14 12:49:58.679735947,1558.06,completed
1420,672,2023-04-14 14:35:07.141428286,1698.14,completed
1421,164,2023-04-14 16:20:15.603120624,380.0,completed
1422,465,2023-04-14 18:05:24.064812963,872.09,completed
1423,995,2023-04-14 19:50:32.526505301,347.69,pending
1424,497,2023-04-14 21:35:40.988197640,1419.08,completed
1425,700,2023-04-14 23:20:49.449889978,1079.99,pending
1426,395,2023-04-15 01:05:57.911582317,1277.94,completed
1427,703,2023-04-15 02:51:06.373274655,409.04,completed
1428,917,2023-04-15 04:36:14.834966994,439.26,completed
1429,308,2023-04-15 06:21:23.296659332,102.16,completed
1430,768,2023-04-15 08:06:31.758351670,657.69,completed
1431,183,2023-04-15 09:51:40.220044008,1128.29,completed
1432,629,2023-04-15 11:36:48.681736348,1718.71,completed
1433,794,2023-04-15 13:21:57.143428686,1340.52,completed
1434,510,2023-04-15 15:07:05.605121024,882.08,completed
1435,708,2023-04-15 16:52:14.066813362,1907.18,pending
1436,546,2023-04-15 18:37:22.528505702,1444.11,completed
1437,564,2023-04-15 20:22:30.990198040,1861.73,completed
1438,624,2023-04-15 22:07:39.451890378,1064.62,completed
1439,764,2023-04-15 23:52:47.913582716,532.63,pending
1440,594,2023-04-16 01:37:56.375275056,124.6,pending
1441,744,2023-04-16 03:23:04.836967394,1457.65,completed
1442,227,2023-04-16 05:08:13.298659732,260.18,completed
1443,745,2023-04-16 06:53:21.760352070,619.49,completed
1444,733,2023-04-16 08:38:30.222044408,1074.29,cancelled
1445,436,2023-04-16 10:23:38.683736748,1137.54,pending
1446,925,2023-04-16 12:08:47.145429086,1209.15,pending
1447,422,2023-04-16 13:53:55.607121424,349.19,completed
1448,554,2023-04-16 15:39:04.068813762,771.88,completed
1449,21,2023-04-16 17:24:12.530506102,1242.04,pending
1450,554,2023-04-16 19:09:20.992198440,1940.24,completed
1451,397,2023-04-16 20:54:29.453890778,1460.71,completed
1452,625,2023-04-16 22:39:37.915583116,1846.76,completed
1453,105,2023-04-17 00:24:46.377275456,1529.18,pending
1454,192,2023-04-17 02:09:54.838967794,1191.6,completed
1455,17,2023-04-17 03:55:03.300660132,400.21,completed
1456,120,2023-04-17 05:40:11.762352470,1340.04,completed
1457,393,2023-04-17 07:25:20.224044810,1254.29,completed
1458,425,2023-04-17 09:10:28.685737148,1212.89,completed
1459,129,2023-04-17 10:55:37.147429486,989.78,completed
1460,130,2023-04-17 12:40:45.609121824,1066.74,completed
1461,572,2023-04-17 14:25:54.070814162,682.2,completed
1462,560,2023-04-17 16:11:02.532506502,1048.24,cancelled
1463,29,2023-04-17 17:56:10.994198840,411.16,pending
1464,97,2023-04-17 19:41:19.455891178,1614.25,completed
1465,10,2023-04-17 21:26:27.917583516,387.84,pending
1466,242,2023-04-17 23:11:36.379275856,188.23,completed
1467,826,2023-04-18 00:56:44.840968194,883.77,completed
1468,956,2023-04-18 02:41:53.302660532,1323.45,completed
1469,232,2023-04-18 04:27:01.764352870,886.68,completed
1470,789,2023-04-18 06:12:10.226045210,567.97,completed
1471,284,2023-04-18 07:57:18.687737548,1125.18,completed
1472,715,2023-04-18 09:42:27.149429886,707.06,completed
1473,759,2023-04-18 11:27:35.611122224,1867.08,completed
1474,802,2023-04-18 13:12:44.072814564,1846.84,completed
1475,776,2023-04-18 14:57:52.534506902,1014.7,completed
1476,955,2023-04-18 16:43:00.996199240,669.21,completed
1477,726,2023-04-18 18:28:09.457891578,1479.52,completed
1478,200,2023-04-18 20:13:17.919583916,92.69,completed
1479,945,2023-04-18 21:58:26.381276256,960.04,completed
1480,79,2023-04-18 23:43:34.842968594,685.92,completed
1481,913,2023-04-19 01:28:43.304660932,1842.66,completed
1482,956,2023-04-19 03:13:51.766353270,43.77,pending
1483,855,2023-04-19 04:59:00.228045610,1114.57,pending
1484,856,2023-04-19 06:44:08.689737948,1486.51,pending
1485,173,2023-04-19 08:29:17.151430286,980.34,completed
1486,467,2023-04-19 10:14:25.613122624,189.1,completed
1487,581,2023-04-19 11:59:34.074814964,1945.47,cancelled
1488,416,2023-04-19 13:44:42.536507302,1045.66,completed
1489,940,2023-04-19 15:29:50.998199640,1236.09,completed
1490,449,2023-04-19 17:14:59.459891978,488.49,completed
1491,87,2023-04-19 19:00:07.921584316,977.33,completed
1492,101,2023-04-19 20:45:16.383276656,869.72,cancelled
1493,8,2023-04-19 22:30:24.844968994,168.29,completed
1494,845,2023-04-20 00:15:33.306661332,230.2,completed
1495,200,2023-04-20 02:00:41.768353670,1678.2,completed
1496,505,2023-04-20 03:45:50.230046010,494.84,completed
1497,87,2023-04-20 05:30:58.691738348,406.02,completed
1498,43,2023-04-20 07:16:07.153430686,1019.72,completed
1499,385,2023-04-20 09:01:15.615123024,1542.12,completed
1500,621,2023-04-20 10:46:24.076815364,142.65,completed
1501,435,2023-04-20 12:31:32.538507702,1162.08,completed
1502,408,2023-04-20 14:16:41.000200040,256.04,completed
1503,483,2023-04-20 16:01:49.461892378,92.19,completed
1504,664,2023-04-20 17:46:57.923584718,124.43,completed
1505,17,2023-04-20 19:32:06.385277056,1671.64,completed
1506,645,2023-04-20 21:17:14.846969394,253.59,pending
1507,148,2023-04-20 23:02:23.308661732,109.4,pending
1508,277,2023-04-21 00:47:31.770354070,887.04,completed
1509,232,2023-04-21 02:32:40.232046410,1691.11,completed
1510,826,2023-04-21 04:17:48.693738748,539.57,completed
1511,927,2023-04-21 06:02:57.155431086,854.99,completed
1512,366,2023-04-21 07:48:05.617123424,99.05,completed
1513,228,2023-04-21 09:33:14.078815764,909.18,cancelled
1514,651,2023-04-21 11:18:22.540508102,1163.67,completed
1515,436,2023-04-21 13:03:31.002200440,1150.4,cancelled
1516,399,2023-04-21 14:48:39.463892778,678.2,completed
1517,211,2023-04-21 16:33:47.925585118,644.76,completed
1518,391,2023-04-21 18:18:56.387277456,231.11,completed
1519,499,2023-04-21 20:04:04.848969794,746.26,completed
1520,540,2023-04-21 21:49:13.310662132,217.0,completed
1521,563,2023-04-21 23:34:21.772354472,1537.86,completed
1522,491,2023-04-22 01:19:30.234046810,1933.22,completed
1523,442,2023-04-22 03:04:38.695739148,1940.75,completed
1524,261,2023-04-22 04:49:47.157431486,1732.84,completed
1525,773,2023-04-22 06:34:55.619123824,1209.57,completed
1526,350,2023-04-22 08:20:04.080816164,1407.71,completed
1527,352,2023-04-22 10:05:12.542508502,584.71,completed
1528,520,2023-04-22 11:50:21.004200840,1268.93,completed
1529,320,2023-04-22 13:35:29.465893178,922.19,completed
1530,138,2023-04-22 15:20:37.927585518,974.39,completed
1531,550,2023-04-22 17:05:46.389277856,1520.4,completed
1532,623,2023-04-22 18:50:54.850970194,578.2,completed
1533,992,2023-04-22 20:36:03.312662532,649.72,completed
1534,368,2023-04-22 22:21:11.774354872,1850.79,completed
1535,220,2023-04-23 00:06:20.236047210,131.32,pending
1536,337,2023-04-23 01:51:28.697739548,981.56,completed
1537,223,2023-04-23 03:36:37.159431886,1827.35,completed
1538,648,2023-04-23 05:21:45.621124224,1228.52,pending
1539,768,2023-04-23 07:06:54.082816564,1101.89,completed
1540,360,2023-04-23 08:52:02.544508902,514.49,pending
1541,921,2023-04-23 10:37:11.006201240,699.69,completed
1542,329,2023-04-23 12:22:19.467893578,1707.06,completed
1543,962,2023-04-23 14:07:27.929585918,1127.25,cancelled
1544,463,2023-04-23 15:52:36.391278256,1039.19,completed
1545,946,2023-04-23 17:37:44.852970594,217.17,completed
1546,963,2023-04-23 19:22:53.314662932,51.74,completed
1547,561,2023-04-23 21:08:01.776355272,1928.1,completed
1548,804,2023-04-23 22:53:10.238047610,766.43,completed
1549,382,2023-04-24 00:38:18.699739948,1214.36,completed
1550,836,2023-04-24 02:23:27.161432286,177.84,completed
1551,590,2023-04-24 04:08:35.623124626,1372.57,completed
1552,617,2023-04-24 05:53:44.084816964,1866.48,completed
1553,169,2023-04-24 07:38:52.546509302,1159.82,completed
1554,217,2023-04-24 09:24:01.008201640,269.71,completed
1555,378,2023-04-24 11:09:09.469893978,1171.81,pending
1556,119,2023-04-24 12:54:17.931586318,1537.37,completed
1557,190,2023-04-24 14:39:26.393278656,824.7,completed
1558,767,2023-04-24 16:24:34.854970994,1762.08,completed
1559,370,2023-04-24 18:09:43.316663332,1304.39,completed
1560,778,2023-04-24 19:54:51.778355672,1800.51,completed
1561,149,2023-04-24 21:40:00.240048010,1254.54,pending
1562,676,2023-04-24 23:25:08.701740348,279.95,completed
1563,652,2023-04-25 01:10:17.163432686,633.19,pending
1564,859,2023-04-25 02:55:25.625125026,419.55,completed
1565,488,2023-04-25 04:40:34.086817364,1819.48,completed
1566,770,2023-04-25 06:25:42.548509702,1525.59,completed
1567,374,2023-04-25 08:10:51.010202040,1359.27,completed
1568,781,2023-04-25 09:55:59.471894380,615.91,completed
1569,693,2023-04-25 11:41:07.933586718,384.41,completed
1570,160,2023-04-25 13:26:16.395279056,1517.77,completed
1571,351,2023-04-25 15:11:24.856971394,958.83,pending
1572,912,2023-04-25 16:56:33.318663732,467.06,pending
1573,288,2023-04-25 18:41:41.780356072,1240.91,completed
1574,288,2023-04-25 20:26:50.242048410,99.86,completed
1575,892,2023-04-25 22:11:58.703740748,665.82,completed
1576,226,2023-04-25 23:57:07.165433086,947.74,completed
1577,523,2023-04-26 01:42:15.627125426,312.96,pending
1578,522,2023-04-26 03:27:24.088817764,1969.62,completed
1579,783,2023-04-26 05:12:32.550510102,434.01,completed
1580,273,2023-04-26 06:57:41.012202440,278.1,completed
1581,936,2023-04-26 08:42:49.473894780,423.0,completed
1582,402,2023-04-26 10:27:57.935587118,1542.74,completed
1583,183,2023-04-26 12:13:06.397279456,862.5,completed
1584,969,2023-04-26 13:58:14.858971794,1139.52,completed
1585,665,2023-04-26 15:43:23.320664132,61.6,completed
1586,488,2023-04-26 17:28:31.782356472,88.17,completed
1587,827,2023-04-26 19:13:40.244048810,902.73,completed
1588,846,2023-04-26 20:58:48.705741148,1636.98,completed
1589,124,2023-04-26 22:43:57.167433486,1772.77,completed
1590,985,2023-04-27 00:29:05.629125826,191.68,completed
1591,626,2023-04-27 02:14:14.090818164,1085.96,completed
1592,790,2023-04-27 03:59:22.552510502,1828.19,completed
1593,414,2023-04-27 05:44:31.014202840,788.19,completed
1594,980,2023-04-27 07:29:39.475895180,1662.54,completed
1595,725,2023-04-27 09:14:47.937587518,284.72,completed
1596,172,2023-04-27 10:59:56.399279856,1872.08,completed
1597,288,2023-04-27 12:45:04.860972194,1507.82,completed
1598,435,2023-04-27 14:30:13.322664534,1883.84,completed
1599,686,2023-04-27 16:15:21.784356872,1359.7,pending
1600,113,2023-04-27 18:00:30.246049210,739.54,pending
1601,888,2023-04-27 19:45:38.707741548,1877.6,completed
1602,917,2023-04-27 21:30:47.169433886,565.62,completed
1603,995,2023-04-27 23:15:55.631126226,677.7,completed
1604,122,2023-04-28 01:01:04.092818564,1407.6,completed
1605,544,2023-04-28 02:46:12.554510902,1535.33,completed
1606,222,2023-04-28 04:31:21.016203240,1860.22,pending
1607,631,2023-04-28 06:16:29.477895580,425.51,completed
1608,39,2023-04-28 08:01:37.939587918,1600.04,pending
1609,497,2023-04-28 09:46:46.401280256,1482.32,completed
1610,780,2023-04-28 11:31:54.862972594,146.31,completed
1611,233,2023-04-28 13:17:03.324664934,786.7,completed
1612,943,2023-04-28 15:02:11.786357272,579.88,completed
1613,530,2023-04-28 16:47:20.248049610,622.89,completed
1614,149,2023-04-28 18:32:28.709741948,1966.23,completed
1615,397,2023-04-28 20:17:37.171434286,1292.7,completed
1616,661,2023-04-28 22:02:45.633126626,1441.0,completed
1617,638,2023-04-28 23:47:54.094818964,1953.7,completed
1618,904,2023-04-29 01:33:02.556511302,766.86,completed
1619,302,2023-04-29 03:18:11.018203640,1607.64,completed
1620,360,2023-04-29 05:03:19.479895980,880.37,completed
1621,238,2023-04-29 06:48:27.941588318,1741.68,completed
1622,647,2023-04-29 08:33:36.403280656,377.7,completed
1623,663,2023-04-29 10:18:44.864972994,1896.42,cancelled
1624,236,2023-04-29 12:03:53.326665334,453.17,completed
1625,736,2023-04-29 13:49:01.788357672,665.92,completed
1626,203,2023-04-29 15:34:10.250050010,1517.26,completed
1627,256,2023-04-29 17:19:18.711742348,799.64,pending
1628,598,2023-04-29 19:04:27.173434688,1224.26,completed
1629,662,2023-04-29 20:49:35.635127026,900.26,completed
1630,235,2023-04-29 22:34:44.096819364,1489.89,completed
1631,345,2023-04-30 00:19:52.558511702,472.1,completed
1632,534,2023-04-30 02:05:01.020204040,135.75,completed
1633,860,2023-04-30 03:50:09.481896380,613.86,completed
1634,797,2023-04-30 05:35:17.943588718,959.13,completed
1635,781,2023-04-30 07:20:26.405281056,352.68,cancelled
1636,466,2023-04-30 09:05:34.866973394,722.5,completed
1637,770,2023-04-30 10:50:43.328665734,811.97,completed
1638,541,2023-04-30 12:35:51.790358072,133.64,completed
1639,213,2023-04-30 14:21:00.252050410,1174.95,completed
1640,463,2023-04-30 16:06:08.713742748,1771.0,completed
1641,436,2023-04-30 17:51:17.175435088,320.45,completed
1642,283,2023-04-30 19:36:25.637127426,1203.66,completed
1643,562,2023-04-30 21:21:34.098819764,1336.18,completed
1644,607,2023-04-30 23:06:42.560512102,850.28,completed
1645,463,2023-05-01 00:51:51.022204442,1408.17,pending
1646,407,2023-05-01 02:36:59.483896780,833.25,completed
1647,88,2023-05-01 04:22:07.945589118,1019.18,completed
1648,44,2023-05-01 06:07:16.407281456,34.56,completed
1649,461,2023-05-01 07:52:24.868973794,1389.61,completed
1650,278,2023-05-01 09:37:33.330666134,1329.46,completed
1651,683,2023-05-01 11:22:41.792358472,96.03,pending
1652,421,2023-05-01 13:07:50.254050810,749.14,completed
1653,701,2023-05-01 14:52:58.715743148,1958.48,completed
1654,353,2023-05-01 16:38:07.177435488,853.06,completed
1655,696,2023-05-01 18:23:15.639127826,1013.85,completed
1656,515,2023-05-01 20:08:24.100820164,1821.66,completed
1657,703,2023-05-01 21:53:32.562512502,1440.18,completed
1658,630,2023-05-01 23:38:41.024204842,1172.5,cancelled
1659,19,2023-05-02 01:23:49.485897180,1599.65,completed
1660,23,2023-05-02 03:08:57.947589518,1731.45,completed
1661,413,2023-05-02 04:54:06.409281856,924.64,cancelled
1662,30,2023-05-02 06:39:14.870974194,960.71,completed
1663,807,2023-05-02 08:24:23.332666534,784.38,completed
1664,108,2023-05-02 10:09:31.794358872,1934.08,completed
1665,367,2023-05-02 11:54:40.256051210,1400.39,completed
1666,281,2023-05-02 13:39:48.717743548,184.78,completed
1667,128,2023-05-02 15:24:57.179435888,1728.66,pending
1668,229,2023-05-02 17:10:05.641128226,971.51,completed
1669,111,2023-05-02 18:55:14.102820564,156.13,completed
1670,136,2023-05-02 20:40:22.564512902,1108.44,completed
1671,362,2023-05-02 22:25:31.026205242,845.99,pending
1672,186,2023-05-03 00:10:39.487897580,1757.94,completed
1673,656,2023-05-03 01:55:47.949589918,423.91,completed
1674,584,2023-05-03 03:40:56.411282256,1656.4,completed
1675,129,2023-05-03 05:26:04.872974596,1124.22,completed
1676,876,2023-05-03 07:11:13.334666934,128.13,pending
1677,261,2023-05-03 08:56:21.796359272,1944.25,pending
1678,515,2023-05-03 10:41:30.258051610,1034.98,completed
1679,449,2023-05-03 12:26:38.719743948,595.94,completed
1680,900,2023-05-03 14:11:47.181436288,949.43,completed
1681,104,2023-05-03 15:56:55.643128626,1718.56,completed
1682,483,2023-05-03 17:42:04.104820964,623.71,completed
1683,224,2023-05-03 19:27:12.566513302,401.5,completed
1684,832,2023-05-03 21:12:21.028205642,275.56,completed
1685,874,2023-05-03 22:57:29.489897980,609.76,cancelled
1686,866,2023-05-04 00:42:37.951590318,1564.5,completed
1687,491,2023-05-04 02:27:46.413282656,953.82,pending
1688,473,2023-05-04 04:12:54.874974996,470.41,completed
1689,10,2023-05-04 05:58:03.336667334,349.05,completed
1690,405,2023-05-04 07:43:11.798359672,678.8,pending
1691,896,2023-05-04 09:28:20.260052010,1881.05,completed
1692,302,2023-05-04 11:13:28.721744350,699.19,completed
1693,231,2023-05-04 12:58:37.183436688,1976.49,completed
1694,731,2023-05-04 14:43:45.645129026,980.76,completed
1695,923,2023-05-04 16:28:54.106821364,374.74,pending
1696,66,2023-05-04 18:14:02.568513702,1784.46,pending
1697,937,2023-05-04 19:59:11.030206042,931.5,completed
1698,112,2023-05-04 21:44:19.491898380,1425.15,completed
1699,13,2023-05-04 23:29:27.953590718,1967.75,completed
1700,393,2023-05-05 01:14:36.415283056,119.35,completed
1701,500,2023-05-05 02:59:44.876975396,211.46,completed
1702,932,2023-05-05 04:44:53.338667734,1446.5,completed
1703,598,2023-05-05 06:30:01.800360072,578.01,completed
1704,234,2023-05-05 08:15:10.262052410,384.92,completed
1705,602,2023-05-05 10:00:18.723744750,97.94,completed
1706,314,2023-05-05 11:45:27.185437088,63.26,completed
1707,566,2023-05-05 13:30:35.647129426,1553.48,completed
1708,12,2023-05-05 15:15:44.108821764,286.18,cancelled
1709,209,2023-05-05 17:00:52.570514102,946.09,pending
1710,974,2023-05-05 18:46:01.032206442,1219.68,completed
1711,14,2023-05-05 20:31:09.493898780,868.14,completed
1712,633,2023-05-05 22:16:17.955591118,73.67,pending
1713,418,2023-05-06 00:01:26.417283456,1571.33,pending
1714,437,2023-05-06 01:46:34.878975796,40.82,pending
1715,377,2023-05-06 03:31:43.340668134,1528.54,completed
1716,20,2023-05-06 05:16:51.802360472,1788.74,cancelled
1717,587,2023-05-06 07:02:00.264052810,877.02,completed
1718,912,2023-05-06 08:47:08.725745150,1080.37,completed
1719,755,2023-05-06 10:32:17.187437488,964.43,pending
1720,735,2023-05-06 12:17:25.649129826,790.63,completed
1721,70,2023-05-06 14:02:34.110822164,1777.1,pending
1722,824,2023-05-06 15:47:42.572514504,1789.99,completed
1723,211,2023-05-06 17:32:51.034206842,684.92,cancelled
1724,101,2023-05-06 19:17:59.495899180,1237.84,completed
1725,698,2023-05-06 21:03:07.957591518,1855.28,cancelled
1726,132,2023-05-06 22:48:16.419283856,1924.88,completed
1727,623,2023-05-07 00:33:24.880976196,1027.74,completed
1728,381,2023-05-07 02:18:33.342668534,916.59,completed
1729,132,2023-05-07 04:03:41.804360872,571.81,completed
1730,20,2023-05-07 05:48:50.266053210,1918.57,completed
1731,906,2023-05-07 07:33:58.727745550,302.77,completed
1732,536,2023-05-07 09:19:07.189437888,1168.06,completed
1733,227,2023-05-07 11:04:15.651130226,579.45,completed
1734,154,2023-05-07 12:49:24.112822564,572.44,completed
1735,805,2023-05-07 14:34:32.574514904,821.84,cancelled
1736,742,2023-05-07 16:19:41.036207242,1997.61,completed
1737,469,2023-05-07 18:04:49.497899580,128.83,completed
1738,822,2023-05-07 19:49:57.959591918,1165.51,completed
1739,1000,2023-05-07 21:35:06.421284256,183.49,completed
1740,871,2023-05-07 23:20:14.882976596,325.95,completed
1741,405,2023-05-08 01:05:23.344668934,890.33,completed
1742,202,2023-05-08 02:50:31.806361272,1030.71,pending
1743,38,2023-05-08 04:35:40.268053610,532.41,completed
1744,942,2023-05-08 06:20:48.729745950,646.59,completed
1745,772,2023-05-08 08:05:57.191438288,192.19,completed
1746,188,2023-05-08 09:51:05.653130626,620.38,completed
1747,57,2023-05-08 11:36:14.114822964,1933.79,completed
1748,941,2023-05-08 13:21:22.576515304,1890.52,completed
1749,20,2023-05-08 15:06:31.038207642,683.06,completed
1750,273,2023-05-08 16:51:39.499899980,1150.29,completed
1751,119,2023-05-08 18:36:47.961592318,1821.0,completed
1752,583,2023-05-08 20:21:56.423284658,32.24,pending
1753,516,2023-05-08 22:07:04.884976996,1625.15,completed
1754,221,2023-05-08 23:52:13.346669334,1897.77,completed
1755,526,2023-05-09 01:37:21.808361672,200.82,completed
1756,515,2023-05-09 03:22:30.270054010,339.67,completed
1757,728,2023-05-09 05:07:38.731746350,1922.28,pending
1758,741,2023-05-09 06:52:47.193438688,1084.33,completed
1759,336,2023-05-09 08:37:55.655131026,48.11,completed
1760,698,2023-05-09 10:23:04.116823364,530.11,pending
1761,55,2023-05-09 12:08:12.578515704,910.89,completed
1762,500,2023-05-09 13:53:21.040208042,1391.96,completed
1763,900,2023-05-09 15:38:29.501900380,1471.66,completed
1764,888,2023-05-09 17:23:37.963592718,1990.93,completed
1765,766,2023-05-09 19:08:46.425285058,589.27,completed
1766,536,2023-05-09 20:53:54.886977396,1085.68,pending
1767,162,2023-05-09 22:39:03.348669734,1075.98,completed
1768,670,2023-05-10 00:24:11.810362072,823.18,completed
1769,594,2023-05-10 02:09:20.272054412,354.94,completed
1770,915,2023-05-10 03:54:28.733746750,1955.36,completed
1771,159,2023-05-10 05:39:37.195439088,1709.57,completed
1772,188,2023-05-10 07:24:45.657131426,1006.7,completed
1773,60,2023-05-10 09:09:54.118823764,1214.43,pending
1774,915,2023-05-10 10:55:02.580516104,469.98,pending
1775,817,2023-05-10 12:40:11.042208442,1096.7,cancelled
1776,319,2023-05-10 14:25:19.503900780,1396.04,pending
1777,878,2023-05-10 16:10:27.965593118,1040.03,completed
1778,211,2023-05-10 17:55:36.427285458,1980.76,completed
1779,406,2023-05-10 19:40:44.888977796,1230.46,pending
1780,664,2023-05-10 21:25:53.350670134,754.53,completed
1781,109,2023-05-10 23:11:01.812362472,1548.86,completed
1782,76,2023-05-11 00:56:10.274054812,357.52,completed
1783,542,2023-05-11 02:41:18.735747150,781.34,completed
1784,314,2023-05-11 04:26:27.197439488,706.98,pending
1785,998,2023-05-11 06:11:35.659131826,874.98,completed
1786,117,2023-05-11 07:56:44.120824164,1567.92,completed
1787,927,2023-05-11 09:41:52.582516504,978.66,cancelled
1788,868,2023-05-11 11:27:01.044208842,1592.15,completed
1789,704,2023-05-11 13:12:09.505901180,1161.45,completed
1790,19,2023-05-11 14:57:17.967593518,697.3,completed
1791,432,2023-05-11 16:42:26.429285858,1623.76,pending
1792,685,2023-05-11 18:27:34.890978196,491.81,completed
1793,740,2023-05-11 20:12:43.352670534,464.28,completed
1794,350,2023-05-11 21:57:51.814362872,1018.92,completed
1795,183,2023-05-11 23:43:00.276055212,536.48,completed
1796,113,2023-05-12 01:28:08.737747550,37.99,pending
1797,183,2023-05-12 03:13:17.199439888,1303.63,pending
1798,481,2023-05-12 04:58:25.661132226,1031.97,completed
1799,146,2023-05-12 06:43:34.122824566,902.13,completed
1800,831,2023-05-12 08:28:42.584516904,1934.6,cancelled
1801,628,2023-05-12 10:13:51.046209242,1150.97,pending
1802,113,2023-05-12 11:58:59.507901580,1729.59,pending
1803,763,2023-05-12 13:44:07.969593918,296.11,pending
1804,476,2023-05-12 15:29:16.431286258,1147.03,completed
1805,763,2023-05-12 17:14:24.892978596,1738.6,completed
1806,303,2023-05-12 18:59:33.354670934,1174.55,completed
1807,971,2023-05-12 20:44:41.816363272,1441.67,completed
1808,825,2023-05-12 22:29:50.278055612,756.65,completed
1809,118,2023-05-13 00:14:58.739747950,203.05,completed
1810,813,2023-05-13 02:00:07.201440288,926.64,completed
1811,161,2023-05-13 03:45:15.663132626,801.07,completed
1812,401,2023-05-13 05:30:24.124824966,1736.78,completed
1813,198,2023-05-13 07:15:32.586517304,503.11,completed
1814,260,2023-05-13 09:00:41.048209642,1934.13,completed
1815,660,2023-05-13 10:45:49.509901980,1917.11,completed
1816,752,2023-05-13 12:30:57.971594320,510.31,completed
1817,47,2023-05-13 14:16:06.433286658,709.14,cancelled
1818,987,2023-05-13 16:01:14.894978996,1793.2,completed
1819,399,2023-05-13 17:46:23.356671334,1933.91,completed
